Timestep,Name,Status,HeathyPercentage,RecoveredPercentage,DeathPercentage,InfectedPercentage,SusceptiblePercentage,TransRate,DeathRate,RecovRate,SuspeTime
5,Bob,Healthy,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
5,Carl,Died,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
5,Yale,Healthy,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
5,Xcode,Healthy,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
5,Zoo,Healthy,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
5,Dave,Healthy,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
5,Eason,Healthy,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
5,Fool,Healthy,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
6,Amy,Died,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
6,Bob,Healthy,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
6,Carl,Died,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
6,Yale,Healthy,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
6,Xcode,Healthy,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
6,Zoo,Healthy,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
6,Dave,Healthy,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
6,Eason,Healthy,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
6,Fool,Healthy,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
7,Amy,Died,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
7,Bob,Healthy,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
7,Carl,Died,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
7,Yale,Healthy,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
7,Xcode,Healthy,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
7,Zoo,Healthy,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
7,Dave,Healthy,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
7,Eason,Healthy,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
7,Fool,Healthy,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
8,Amy,Died,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
8,Bob,Healthy,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
8,Carl,Died,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
8,Yale,Healthy,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
8,Xcode,Healthy,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
8,Zoo,Healthy,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
8,Dave,Healthy,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
8,Eason,Healthy,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
8,Fool,Healthy,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
9,Amy,Died,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
9,Bob,Healthy,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
9,Carl,Died,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
9,Yale,Healthy,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
9,Xcode,Healthy,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
9,Zoo,Healthy,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
9,Dave,Healthy,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
9,Eason,Healthy,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
9,Fool,Healthy,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
10,Amy,Died,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
10,Bob,Healthy,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
10,Carl,Died,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
10,Yale,Healthy,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
10,Xcode,Healthy,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
10,Zoo,Healthy,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
10,Dave,Healthy,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
10,Eason,Healthy,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
10,Fool,Healthy,1.4,0.0,0.4,0.0,0.0,0.5,0.1,0.1,2
