Timestep,Name,Status,HeathyPercentage,RecoveredPercentage,DeathPercentage,InfectedPercentage,SusceptiblePercentage,TransRate,DeathRate,RecovRate,SuspeTime
5,Bob,Died,0.8,0.2,0.4,0.4,0.0,0.5,0.1,0.1,2
5,Carl,Healthy,0.8,0.2,0.4,0.4,0.0,0.5,0.1,0.1,2
5,Yale,Infected,0.8,0.2,0.4,0.4,0.0,0.5,0.1,0.1,2
5,Xcode,Died,0.8,0.2,0.4,0.4,0.0,0.5,0.1,0.1,2
5,Zoo,Infected,0.8,0.2,0.4,0.4,0.0,0.5,0.1,0.1,2
5,Dave,Healthy,0.8,0.2,0.4,0.4,0.0,0.5,0.1,0.1,2
5,Eason,Healthy,0.8,0.2,0.4,0.4,0.0,0.5,0.1,0.1,2
5,Fool,Healthy,0.8,0.2,0.4,0.4,0.0,0.5,0.1,0.1,2
6,Amy,Recovered,0.8,0.2,0.6,0.2,0.0,0.5,0.1,0.1,2
6,Bob,Died,0.8,0.2,0.6,0.2,0.0,0.5,0.1,0.1,2
6,Carl,Healthy,0.8,0.2,0.6,0.2,0.0,0.5,0.1,0.1,2
6,Yale,Died,0.8,0.2,0.6,0.2,0.0,0.5,0.1,0.1,2
6,Xcode,Died,0.8,0.2,0.6,0.2,0.0,0.5,0.1,0.1,2
6,Zoo,Infected,0.8,0.2,0.6,0.2,0.0,0.5,0.1,0.1,2
6,Dave,Healthy,0.8,0.2,0.6,0.2,0.0,0.5,0.1,0.1,2
6,Eason,Healthy,0.8,0.2,0.6,0.2,0.0,0.5,0.1,0.1,2
6,Fool,Healthy,0.8,0.2,0.6,0.2,0.0,0.5,0.1,0.1,2
7,Amy,Recovered,0.8,0.4,0.6,0.0,0.0,0.5,0.1,0.1,2
7,Bob,Died,0.8,0.4,0.6,0.0,0.0,0.5,0.1,0.1,2
7,Carl,Healthy,0.8,0.4,0.6,0.0,0.0,0.5,0.1,0.1,2
7,Yale,Died,0.8,0.4,0.6,0.0,0.0,0.5,0.1,0.1,2
7,Xcode,Died,0.8,0.4,0.6,0.0,0.0,0.5,0.1,0.1,2
7,Zoo,Recovered,0.8,0.4,0.6,0.0,0.0,0.5,0.1,0.1,2
7,Dave,Healthy,0.8,0.4,0.6,0.0,0.0,0.5,0.1,0.1,2
7,Eason,Healthy,0.8,0.4,0.6,0.0,0.0,0.5,0.1,0.1,2
7,Fool,Healthy,0.8,0.4,0.6,0.0,0.0,0.5,0.1,0.1,2
8,Amy,Recovered,0.8,0.4,0.6,0.0,0.0,0.5,0.1,0.1,2
8,Bob,Died,0.8,0.4,0.6,0.0,0.0,0.5,0.1,0.1,2
8,Carl,Healthy,0.8,0.4,0.6,0.0,0.0,0.5,0.1,0.1,2
8,Yale,Died,0.8,0.4,0.6,0.0,0.0,0.5,0.1,0.1,2
8,Xcode,Died,0.8,0.4,0.6,0.0,0.0,0.5,0.1,0.1,2
8,Zoo,Recovered,0.8,0.4,0.6,0.0,0.0,0.5,0.1,0.1,2
8,Dave,Healthy,0.8,0.4,0.6,0.0,0.0,0.5,0.1,0.1,2
8,Eason,Healthy,0.8,0.4,0.6,0.0,0.0,0.5,0.1,0.1,2
8,Fool,Healthy,0.8,0.4,0.6,0.0,0.0,0.5,0.1,0.1,2
9,Amy,Recovered,0.8,0.4,0.6,0.0,0.0,0.5,0.1,0.1,2
9,Bob,Died,0.8,0.4,0.6,0.0,0.0,0.5,0.1,0.1,2
9,Carl,Healthy,0.8,0.4,0.6,0.0,0.0,0.5,0.1,0.1,2
9,Yale,Died,0.8,0.4,0.6,0.0,0.0,0.5,0.1,0.1,2
9,Xcode,Died,0.8,0.4,0.6,0.0,0.0,0.5,0.1,0.1,2
9,Zoo,Recovered,0.8,0.4,0.6,0.0,0.0,0.5,0.1,0.1,2
9,Dave,Healthy,0.8,0.4,0.6,0.0,0.0,0.5,0.1,0.1,2
9,Eason,Healthy,0.8,0.4,0.6,0.0,0.0,0.5,0.1,0.1,2
9,Fool,Healthy,0.8,0.4,0.6,0.0,0.0,0.5,0.1,0.1,2
10,Amy,Recovered,0.8,0.4,0.6,0.0,0.0,0.5,0.1,0.1,2
10,Bob,Died,0.8,0.4,0.6,0.0,0.0,0.5,0.1,0.1,2
10,Carl,Healthy,0.8,0.4,0.6,0.0,0.0,0.5,0.1,0.1,2
10,Yale,Died,0.8,0.4,0.6,0.0,0.0,0.5,0.1,0.1,2
10,Xcode,Died,0.8,0.4,0.6,0.0,0.0,0.5,0.1,0.1,2
10,Zoo,Recovered,0.8,0.4,0.6,0.0,0.0,0.5,0.1,0.1,2
10,Dave,Healthy,0.8,0.4,0.6,0.0,0.0,0.5,0.1,0.1,2
10,Eason,Healthy,0.8,0.4,0.6,0.0,0.0,0.5,0.1,0.1,2
10,Fool,Healthy,0.8,0.4,0.6,0.0,0.0,0.5,0.1,0.1,2
